Geometric mean of N = 30 runs.
Benchmarked on Tigerlake: https://ark.intel.com/content/www/us/en/ark/products/208921/intel-core-i71165g7-processor-12m-cache-up-to-4-70-ghz-with-ipu.html

Aggregate Geometric Mean of New / Old: 0.8743388468654057

Results For: memrchr
 len, align,  pos, seek_char, invert_pos,  New / Old
  25,  4081,   26,        23,          0,       1.11
  25,  4081,   26,         0,          0,      1.047
  27,  4081,   26,        23,          0,        1.5
  27,  4081,   26,         0,          0,        1.5
  27,     0,    1,        23,          0,      0.865
  27,     0,    2,         0,          0,      0.857
  28,     0,   27,        23,          0,      1.167
  28,     0,   27,         0,          0,      1.167
  28,    27,   27,        23,          0,      1.167
  28,    27,   27,         0,          0,      1.167
  26,     0,   27,        23,          0,      0.889
  26,     0,   27,         0,          0,      0.889
  26,    27,   27,        23,          0,      0.884
  26,    27,   27,         0,          0,       0.82
  28,  2048,   27,        23,          0,      1.167
  28,  2048,   27,         0,          0,      1.167
  28,  2075,   27,        23,          0,      1.167
  28,  2075,   27,         0,          0,      1.167
  26,  2048,   27,        23,          0,      0.889
  26,  2048,   27,         0,          0,      0.889
  26,  2075,   27,        23,          0,      0.892
  26,  2075,   27,         0,          0,       0.83
  26,  4081,   27,        23,          0,       1.11
  26,  4081,   27,         0,          0,      1.054
  28,  4081,   27,        23,          0,        1.5
  28,  4081,   27,         0,          0,        1.5
  28,     0,    1,        23,          0,      0.866
  28,     0,    2,         0,          0,      0.867
  29,     0,   28,        23,          0,      1.167
  29,     0,   28,         0,          0,      1.167
  29,    28,   28,        23,          0,      1.167
  29,    28,   28,         0,          0,      1.167
  27,     0,   28,        23,          0,      0.889
  27,     0,   28,         0,          0,      0.889
  27,    28,   28,        23,          0,      0.892
  27,    28,   28,         0,          0,      0.825
  29,  2048,   28,        23,          0,      1.167
  29,  2048,   28,         0,          0,      1.167
  29,  2076,   28,        23,          0,      1.167
  29,  2076,   28,         0,          0,      1.167
  27,  2048,   28,        23,          0,      0.889
  27,  2048,   28,         0,          0,      0.888
  27,  2076,   28,        23,          0,      0.898
  27,  2076,   28,         0,          0,      0.821
  27,  4081,   28,        23,          0,       1.11
  27,  4081,   28,         0,          0,      1.052
  29,  4081,   28,        23,          0,        1.5
  29,  4081,   28,         0,          0,        1.5
  29,     0,    1,        23,          0,      0.854
  29,     0,    2,         0,          0,       0.86
  30,     0,   29,        23,          0,      1.166
  30,     0,   29,         0,          0,      1.167
  30,    29,   29,        23,          0,      1.167
  30,    29,   29,         0,          0,      1.167
  28,     0,   29,        23,          0,      0.887
  28,     0,   29,         0,          0,      0.888
  28,    29,   29,        23,          0,      0.891
  28,    29,   29,         0,          0,      0.843
  30,  2048,   29,        23,          0,      1.166
  30,  2048,   29,         0,          0,      1.167
  30,  2077,   29,        23,          0,      1.167
  30,  2077,   29,         0,          0,      1.165
  28,  2048,   29,        23,          0,      0.886
  28,  2048,   29,         0,          0,      0.887
  28,  2077,   29,        23,          0,      0.891
  28,  2077,   29,         0,          0,      0.836
  28,  4081,   29,        23,          0,      1.106
  28,  4081,   29,         0,          0,      1.063
  30,  4081,   29,        23,          0,      1.496
  30,  4081,   29,         0,          0,      1.496
  30,     0,    1,        23,          0,      0.874
  30,     0,    2,         0,          0,      0.873
  31,     0,   30,        23,          0,      1.164
  31,     0,   30,         0,          0,      1.161
  31,    30,   30,        23,          0,      1.162
  31,    30,   30,         0,          0,      1.163
  29,     0,   30,        23,          0,      0.884
  29,     0,   30,         0,          0,      0.884
  29,    30,   30,        23,          0,      0.893
  29,    30,   30,         0,          0,      0.847
  31,  2048,   30,        23,          0,      1.163
  31,  2048,   30,         0,          0,      1.162
  31,  2078,   30,        23,          0,      1.161
  31,  2078,   30,         0,          0,      1.161
  29,  2048,   30,        23,          0,      0.884
  29,  2048,   30,         0,          0,      0.884
  29,  2078,   30,        23,          0,      0.894
  29,  2078,   30,         0,          0,      0.848
  29,  4081,   30,        23,          0,      1.102
  29,  4081,   30,         0,          0,      1.074
  31,  4081,   30,        23,          0,      1.159
  31,  4081,   30,         0,          0,       1.16
  31,     0,    1,        23,          0,      0.859
  31,     0,    2,         0,          0,      0.858
  32,     0,   31,        23,          0,      1.161
  32,     0,   31,         0,          0,      1.161
  32,    31,   31,        23,          0,      1.161
  32,    31,   31,         0,          0,      1.161
  30,     0,   31,        23,          0,      0.882
  30,     0,   31,         0,          0,      0.883
  30,    31,   31,        23,          0,      0.897
  30,    31,   31,         0,          0,      0.854
  32,  2048,   31,        23,          0,      1.161
  32,  2048,   31,         0,          0,      1.161
  32,  2079,   31,        23,          0,      1.159
  32,  2079,   31,         0,          0,      1.158
  30,  2048,   31,        23,          0,      0.881
  30,  2048,   31,         0,          0,      0.882
  30,  2079,   31,        23,          0,      0.891
  30,  2079,   31,         0,          0,      0.851
  30,  4081,   31,        23,          0,        1.1
  30,  4081,   31,         0,          0,      1.066
  32,  4081,   31,        23,          0,      1.157
  32,  4081,   31,         0,          0,      1.157
  32,     0,    1,        23,          0,      0.798
  32,     0,    2,         0,          0,      0.798
2048,     0,   32,        23,          1,      0.993
 256,     1,   64,        23,          1,       0.89
2048,     0,   32,         0,          1,      0.992
 256,     1,   64,         0,          1,      0.894
 256,  4081,   64,         0,          1,      0.903
 256,     0,    1,        23,          1,      1.158
 256,     0,    1,         0,          1,      1.157
 256,     1,    1,        23,          1,      1.158
 256,     1,    1,         0,          1,      1.158
2048,     0,   64,        23,          1,       0.79
 256,     2,   64,        23,          1,      0.894
2048,     0,   64,         0,          1,       0.79
 256,     2,   64,         0,          1,      0.894
 256,     0,    2,        23,          1,      1.161
 256,     0,    2,         0,          1,      1.161
 256,     2,    2,        23,          1,      1.161
 256,     2,    2,         0,          1,      1.161
2048,     0,  128,        23,          1,      1.319
 256,     3,   64,        23,          1,      0.897
2048,     0,  128,         0,          1,      1.323
 256,     3,   64,         0,          1,        0.9
 256,     0,    3,        23,          1,      1.166
 256,     0,    3,         0,          1,      1.167
 256,     3,    3,        23,          1,      1.167
 256,     3,    3,         0,          1,      1.167
2048,     0,  256,        23,          1,      0.995
 256,     4,   64,        23,          1,      0.902
2048,     0,  256,         0,          1,      0.993
 256,     4,   64,         0,          1,      0.901
 256,     0,    4,        23,          1,      1.167
 256,     0,    4,         0,          1,      1.167
 256,     4,    4,        23,          1,      1.167
 256,     4,    4,         0,          1,      1.167
2048,     0,  512,        23,          1,      1.109
 256,     5,   64,        23,          1,      0.903
2048,     0,  512,         0,          1,      1.109
 256,     5,   64,         0,          1,      0.897
 256,     0,    5,        23,          1,      1.167
 256,     0,    5,         0,          1,      1.167
 256,     5,    5,        23,          1,      1.167
 256,     5,    5,         0,          1,      1.167
2048,     0, 1024,        23,          1,      0.951
 256,     6,   64,        23,          1,      0.902
2048,     0, 1024,         0,          1,      0.953
 256,     6,   64,         0,          1,        0.9
 256,     0,    6,        23,          1,      1.167
 256,     0,    6,         0,          1,      1.167
 256,     6,    6,        23,          1,      1.167
 256,     6,    6,         0,          1,      1.167
2048,     0, 2048,        23,          1,      0.896
 256,     7,   64,        23,          1,      0.901
2048,     0, 2048,         0,          1,      0.845
 256,     7,   64,         0,          1,        0.9
 256,     0,    7,        23,          1,      1.165
 256,     0,    7,         0,          1,      1.165
 256,     7,    7,        23,          1,      1.165
 256,     7,    7,         0,          1,      1.165
 192,     1,   32,        23,          1,      0.892
 192,     1,   32,         0,          1,      0.892
 256,     1,   32,        23,          1,      0.892
 256,     1,   32,         0,          1,      0.892
 512,     1,   32,        23,          1,      0.892
 512,     1,   32,         0,          1,      0.892
 256,  4081,   32,        23,          1,      0.902
 192,     2,   64,        23,          1,      0.902
 192,     2,   64,         0,          1,      0.898
 512,     2,   64,        23,          1,        0.9
 512,     2,   64,         0,          1,      0.899
 256,  4081,   64,        23,          1,      0.908
 192,     3,   96,        23,          1,      1.174
 192,     3,   96,         0,          1,      1.174
 256,     3,   96,        23,          1,      1.174
 256,     3,   96,         0,          1,      1.174
 512,     3,   96,        23,          1,      1.174
 512,     3,   96,         0,          1,      1.174
 256,  4081,   96,        23,          1,      1.255
 192,     4,  128,        23,          1,       1.08
 192,     4,  128,         0,          1,      1.081
 256,     4,  128,        23,          1,      1.081
 256,     4,  128,         0,          1,      1.081
 512,     4,  128,        23,          1,       1.08
 512,     4,  128,         0,          1,      1.081
 256,  4081,  128,        23,          1,       1.25
 192,     5,  160,        23,          1,      0.862
 192,     5,  160,         0,          1,      0.864
 256,     5,  160,        23,          1,      0.729
 256,     5,  160,         0,          1,       0.73
 512,     5,  160,        23,          1,       0.73
 512,     5,  160,         0,          1,      0.729
 256,  4081,  160,        23,          1,      0.834
 192,     6,  192,        23,          1,      0.868
 192,     6,  192,         0,          1,      0.868
 256,     6,  192,        23,          1,      0.903
 256,     6,  192,         0,          1,      0.903
 512,     6,  192,        23,          1,      0.902
 512,     6,  192,         0,          1,      0.902
 256,  4081,  192,        23,          1,      0.902
 192,     7,  224,        23,          1,      0.866
 192,     7,  224,         0,          1,      0.865
 256,     7,  224,        23,          1,      0.885
 256,     7,  224,         0,          1,      0.885
 512,     7,  224,        23,          1,      0.948
 512,     7,  224,         0,          1,       0.95
 256,  4081,  224,        23,          1,      0.921
   2,     0,    1,        23,          1,       1.02
   2,     0,    1,         0,          1,      1.026
   2,     1,    1,        23,          1,      0.873
   2,     1,    1,         0,          1,      0.873
   0,     0,    1,        23,          1,      0.581
   0,     0,    1,         0,          1,      0.581
   0,     1,    1,        23,          1,      0.537
   0,     1,    1,         0,          1,      0.537
   2,  2048,    1,        23,          1,      0.749
   2,  2048,    1,         0,          1,      0.747
   2,  2049,    1,        23,          1,      0.636
   2,  2049,    1,         0,          1,      0.636
   0,  2048,    1,        23,          1,      0.498
   0,  2048,    1,         0,          1,      0.498
   0,  2049,    1,        23,          1,       0.46
   0,  2049,    1,         0,          1,       0.46
   0,  4081,    1,        23,          1,       0.46
   0,  4081,    1,         0,          1,       0.46
   2,  4081,    1,        23,          1,      0.611
   2,  4081,    1,         0,          1,      0.608
   2,     0,    2,         0,          1,      0.894
   3,     0,    2,        23,          1,       1.06
   3,     0,    2,         0,          1,      1.027
   3,     2,    2,        23,          1,      0.893
   3,     2,    2,         0,          1,      0.892
   1,     0,    2,        23,          1,      0.916
   1,     0,    2,         0,          1,      0.916
   1,     2,    2,        23,          1,      1.004
   1,     2,    2,         0,          1,      1.094
   3,  2048,    2,        23,          1,      0.749
   3,  2048,    2,         0,          1,      0.749
   3,  2050,    2,        23,          1,      0.636
   3,  2050,    2,         0,          1,      0.636
   1,  2048,    2,        23,          1,      0.665
   1,  2048,    2,         0,          1,      0.664
   1,  2050,    2,        23,          1,      0.723
   1,  2050,    2,         0,          1,      0.724
   1,  4081,    2,        23,          1,       0.72
   1,  4081,    2,         0,          1,       0.74
   3,  4081,    2,        23,          1,      0.618
   3,  4081,    2,         0,          1,      0.597
   3,     0,    1,        23,          1,      1.032
   4,     0,    3,        23,          1,      1.036
   4,     0,    3,         0,          1,       1.05
   4,     3,    3,        23,          1,      0.889
   4,     3,    3,         0,          1,      0.881
   2,     0,    3,        23,          1,      0.907
   2,     0,    3,         0,          1,      0.902
   2,     3,    3,        23,          1,      0.982
   2,     3,    3,         0,          1,      1.059
   4,  2048,    3,        23,          1,      0.748
   4,  2048,    3,         0,          1,      0.748
   4,  2051,    3,        23,          1,      0.637
   4,  2051,    3,         0,          1,      0.637
   2,  2048,    3,        23,          1,      0.664
   2,  2048,    3,         0,          1,      0.665
   2,  2051,    3,        23,          1,      0.726
   2,  2051,    3,         0,          1,      0.726
   2,  4081,    3,        23,          1,      0.727
   2,  4081,    3,         0,          1,      0.727
   4,  4081,    3,        23,          1,      0.647
   4,  4081,    3,         0,          1,      0.622
   4,     0,    1,        23,          1,      1.043
   4,     0,    2,         0,          1,      1.039
   5,     0,    4,        23,          1,      1.043
   5,     0,    4,         0,          1,      1.055
   5,     4,    4,        23,          1,      0.889
   5,     4,    4,         0,          1,      0.878
   3,     0,    4,        23,          1,      0.889
   3,     0,    4,         0,          1,      0.894
   3,     4,    4,        23,          1,      0.958
   3,     4,    4,         0,          1,      1.033
   5,  2048,    4,        23,          1,       0.75
   5,  2048,    4,         0,          1,       0.75
   5,  2052,    4,        23,          1,      0.638
   5,  2052,    4,         0,          1,      0.637
   3,  2048,    4,        23,          1,      0.666
   3,  2048,    4,         0,          1,      0.666
   3,  2052,    4,        23,          1,      0.706
   3,  2052,    4,         0,          1,      0.713
   3,  4081,    4,        23,          1,      0.712
   3,  4081,    4,         0,          1,      0.711
   5,  4081,    4,        23,          1,       0.66
   5,  4081,    4,         0,          1,      0.629
   5,     0,    1,        23,          1,      1.026
   5,     0,    2,         0,          1,      1.057
   6,     0,    5,        23,          1,      1.031
   6,     0,    5,         0,          1,      1.029
   6,     5,    5,        23,          1,      0.894
   6,     5,    5,         0,          1,      0.887
   4,     0,    5,        23,          1,      0.889
   4,     0,    5,         0,          1,      0.889
   4,     5,    5,        23,          1,      0.932
   4,     5,    5,         0,          1,      1.026
   6,  2048,    5,        23,          1,      0.749
   6,  2048,    5,         0,          1,       0.75
   6,  2053,    5,        23,          1,      0.638
   6,  2053,    5,         0,          1,      0.638
   4,  2048,    5,        23,          1,      0.667
   4,  2048,    5,         0,          1,      0.667
   4,  2053,    5,        23,          1,      0.692
   4,  2053,    5,         0,          1,      0.699
   4,  4081,    5,        23,          1,      0.698
   4,  4081,    5,         0,          1,      0.698
   6,  4081,    5,        23,          1,      0.639
   6,  4081,    5,         0,          1,      0.619
   6,     0,    1,        23,          1,      1.027
   6,     0,    2,         0,          1,      1.026
   7,     0,    6,        23,          1,      1.028
   7,     0,    6,         0,          1,      1.028
   7,     6,    6,        23,          1,      0.874
   7,     6,    6,         0,          1,      0.882
   5,     0,    6,        23,          1,      0.888
   5,     0,    6,         0,          1,      0.888
   5,     6,    6,        23,          1,      0.942
   5,     6,    6,         0,          1,      1.014
   7,  2048,    6,        23,          1,       0.75
   7,  2048,    6,         0,          1,      0.749
   7,  2054,    6,        23,          1,      0.637
   7,  2054,    6,         0,          1,      0.638
   5,  2048,    6,        23,          1,      0.667
   5,  2048,    6,         0,          1,      0.666
   5,  2054,    6,        23,          1,      0.706
   5,  2054,    6,         0,          1,      0.702
   5,  4081,    6,        23,          1,      0.705
   5,  4081,    6,         0,          1,      0.705
   7,  4081,    6,        23,          1,      0.659
   7,  4081,    6,         0,          1,      0.638
   7,     0,    1,        23,          1,      1.042
   7,     0,    2,         0,          1,      1.035
   8,     0,    7,        23,          1,      1.033
   8,     0,    7,         0,          1,      1.027
   8,     7,    7,        23,          1,      0.886
   8,     7,    7,         0,          1,      0.875
   6,     0,    7,        23,          1,      0.889
   6,     0,    7,         0,          1,      0.889
   6,     7,    7,        23,          1,      0.912
   6,     7,    7,         0,          1,      0.982
   8,  2048,    7,        23,          1,      0.755
   8,  2048,    7,         0,          1,      0.749
   8,  2055,    7,        23,          1,      0.638
   8,  2055,    7,         0,          1,      0.638
   6,  2048,    7,        23,          1,      0.667
   6,  2048,    7,         0,          1,      0.667
   6,  2055,    7,        23,          1,      0.692
   6,  2055,    7,         0,          1,      0.693
   6,  4081,    7,        23,          1,      0.689
   6,  4081,    7,         0,          1,      0.723
   8,  4081,    7,        23,          1,       0.64
   8,  4081,    7,         0,          1,      0.631
   8,     0,    1,        23,          1,      1.028
   8,     0,    2,         0,          1,      1.039
   9,     0,    8,        23,          1,      1.029
   9,     0,    8,         0,          1,      1.028
   9,     8,    8,        23,          1,       0.55
   9,     8,    8,         0,          1,      0.542
   7,     0,    8,        23,          1,      0.889
   7,     0,    8,         0,          1,      0.889
   7,     8,    8,        23,          1,      0.934
   7,     8,    8,         0,          1,      1.011
   9,  2048,    8,        23,          1,      0.751
   9,  2048,    8,         0,          1,       0.75
   9,  2056,    8,        23,          1,      0.553
   9,  2056,    8,         0,          1,      0.542
   7,  2048,    8,        23,          1,      0.667
   7,  2048,    8,         0,          1,      0.667
   7,  2056,    8,        23,          1,      0.712
   7,  2056,    8,         0,          1,       0.73
   7,  4081,    8,        23,          1,      0.716
   7,  4081,    8,         0,          1,       0.76
   9,  4081,    8,        23,          1,      0.632
   9,  4081,    8,         0,          1,      0.624
   9,     0,    1,        23,          1,      1.028
   9,     0,    2,         0,          1,      1.028
  10,     0,    9,        23,          1,      1.027
  10,     0,    9,         0,          1,      1.028
  10,     9,    9,        23,          1,      0.545
  10,     9,    9,         0,          1,      0.536
   8,     0,    9,        23,          1,      0.889
   8,     0,    9,         0,          1,      0.889
   8,     9,    9,        23,          1,      0.627
   8,     9,    9,         0,          1,      0.637
  10,  2048,    9,        23,          1,      0.751
  10,  2048,    9,         0,          1,       0.75
  10,  2057,    9,        23,          1,      0.545
  10,  2057,    9,         0,          1,      0.547
   8,  2048,    9,        23,          1,      0.667
   8,  2048,    9,         0,          1,      0.667
   8,  2057,    9,        23,          1,      0.627
   8,  2057,    9,         0,          1,      0.633
   8,  4081,    9,        23,          1,      0.726
   8,  4081,    9,         0,          1,      0.775
  10,  4081,    9,        23,          1,      0.657
  10,  4081,    9,         0,          1,      0.642
  10,     0,    1,        23,          1,       1.03
  10,     0,    2,         0,          1,      1.033
  11,     0,   10,        23,          1,      1.029
  11,     0,   10,         0,          1,       1.03
  11,    10,   10,        23,          1,      0.542
  11,    10,   10,         0,          1,      0.549
   9,     0,   10,        23,          1,      0.889
   9,     0,   10,         0,          1,      0.889
   9,    10,   10,        23,          1,      0.627
   9,    10,   10,         0,          1,      0.646
  11,  2048,   10,        23,          1,      0.751
  11,  2048,   10,         0,          1,       0.75
  11,  2058,   10,        23,          1,      0.553
  11,  2058,   10,         0,          1,      0.538
   9,  2048,   10,        23,          1,      0.667
   9,  2048,   10,         0,          1,      0.667
   9,  2058,   10,        23,          1,      0.627
   9,  2058,   10,         0,          1,      0.656
   9,  4081,   10,        23,          1,      0.726
   9,  4081,   10,         0,          1,      0.773
  11,  4081,   10,        23,          1,      0.625
  11,  4081,   10,         0,          1,      0.613
  11,     0,    1,        23,          1,      1.029
  11,     0,    2,         0,          1,      1.029
  12,     0,   11,        23,          1,      1.028
  12,     0,   11,         0,          1,      1.028
  12,    11,   11,        23,          1,      0.545
  12,    11,   11,         0,          1,      0.537
  10,     0,   11,        23,          1,      0.889
  10,     0,   11,         0,          1,      0.889
  10,    11,   11,        23,          1,      0.627
  10,    11,   11,         0,          1,      0.655
  12,  2048,   11,        23,          1,      0.757
  12,  2048,   11,         0,          1,       0.75
  12,  2059,   11,        23,          1,      0.536
  12,  2059,   11,         0,          1,      0.545
  10,  2048,   11,        23,          1,      0.672
  10,  2048,   11,         0,          1,      0.667
  10,  2059,   11,        23,          1,      0.627
  10,  2059,   11,         0,          1,       0.66
  10,  4081,   11,        23,          1,      0.726
  10,  4081,   11,         0,          1,      0.793
  12,  4081,   11,        23,          1,      0.627
  12,  4081,   11,         0,          1,      0.633
  12,     0,    1,        23,          1,      1.028
  12,     0,    2,         0,          1,      1.029
  13,     0,   12,        23,          1,      1.028
  13,     0,   12,         0,          1,      1.028
  13,    12,   12,        23,          1,      0.547
  13,    12,   12,         0,          1,      0.542
  11,     0,   12,        23,          1,      0.889
  11,     0,   12,         0,          1,      0.889
  11,    12,   12,        23,          1,      0.627
  11,    12,   12,         0,          1,       0.69
  13,  2048,   12,        23,          1,       0.75
  13,  2048,   12,         0,          1,       0.75
  13,  2060,   12,        23,          1,       0.55
  13,  2060,   12,         0,          1,      0.542
  11,  2048,   12,        23,          1,      0.667
  11,  2048,   12,         0,          1,      0.667
  11,  2060,   12,        23,          1,      0.627
  11,  2060,   12,         0,          1,      0.646
  11,  4081,   12,        23,          1,      0.726
  11,  4081,   12,         0,          1,       0.78
  13,  4081,   12,        23,          1,      0.632
  13,  4081,   12,         0,          1,      0.619
  13,     0,    1,        23,          1,      1.028
  13,     0,    2,         0,          1,      1.028
  14,     0,   13,        23,          1,      1.032
  14,     0,   13,         0,          1,      1.038
  14,    13,   13,        23,          1,       0.55
  14,    13,   13,         0,          1,      0.539
  12,     0,   13,        23,          1,      0.889
  12,     0,   13,         0,          1,      0.889
  12,    13,   13,        23,          1,      0.627
  12,    13,   13,         0,          1,      0.655
  14,  2048,   13,        23,          1,      0.751
  14,  2048,   13,         0,          1,      0.751
  14,  2061,   13,        23,          1,      0.542
  14,  2061,   13,         0,          1,      0.547
  12,  2048,   13,        23,          1,      0.667
  12,  2048,   13,         0,          1,      0.667
  12,  2061,   13,        23,          1,      0.627
  12,  2061,   13,         0,          1,      0.646
  12,  4081,   13,        23,          1,      0.726
  12,  4081,   13,         0,          1,      0.769
  14,  4081,   13,        23,          1,      0.627
  14,  4081,   13,         0,          1,       0.62
  14,     0,    1,        23,          1,      1.035
  14,     0,    2,         0,          1,      1.033
  15,     0,   14,        23,          1,      1.028
  15,     0,   14,         0,          1,      1.028
  15,    14,   14,        23,          1,      0.545
  15,    14,   14,         0,          1,      0.531
  13,     0,   14,        23,          1,      0.889
  13,     0,   14,         0,          1,      0.889
  13,    14,   14,        23,          1,      0.628
  13,    14,   14,         0,          1,      0.628
  15,  2048,   14,        23,          1,      0.751
  15,  2048,   14,         0,          1,       0.75
  15,  2062,   14,        23,          1,      0.542
  15,  2062,   14,         0,          1,      0.536
  13,  2048,   14,        23,          1,      0.667
  13,  2048,   14,         0,          1,      0.667
  13,  2062,   14,        23,          1,      0.627
  13,  2062,   14,         0,          1,      0.628
  13,  4081,   14,        23,          1,      0.726
  13,  4081,   14,         0,          1,      0.747
  15,  4081,   14,        23,          1,      0.874
  15,  4081,   14,         0,          1,      0.879
  15,     0,    1,        23,          1,      1.028
  15,     0,    2,         0,          1,      1.028
  16,     0,   15,        23,          1,      0.728
  16,     0,   15,         0,          1,      0.735
  16,    15,   15,        23,          1,      0.647
  16,    15,   15,         0,          1,      0.647
  14,     0,   15,        23,          1,      0.889
  14,     0,   15,         0,          1,      0.889
  14,    15,   15,        23,          1,      0.627
  14,    15,   15,         0,          1,      0.647
  16,  2048,   15,        23,          1,      0.732
  16,  2048,   15,         0,          1,      0.714
  16,  2063,   15,        23,          1,       0.65
  16,  2063,   15,         0,          1,       0.65
  14,  2048,   15,        23,          1,      0.667
  14,  2048,   15,         0,          1,      0.667
  14,  2063,   15,        23,          1,      0.627
  14,  2063,   15,         0,          1,      0.674
  14,  4081,   15,        23,          1,      0.724
  14,  4081,   15,         0,          1,      0.777
  16,  4081,   15,        23,          1,       1.01
  16,  4081,   15,         0,          1,      0.997
  16,     0,    1,        23,          1,      0.722
  16,     0,    2,         0,          1,      0.725
  17,     0,   16,        23,          1,      1.167
  17,     0,   16,         0,          1,      1.167
  17,    16,   16,        23,          1,      1.167
  17,    16,   16,         0,          1,      1.167
  15,     0,   16,        23,          1,      0.891
  15,     0,   16,         0,          1,      0.892
  15,    16,   16,        23,          1,      0.668
  15,    16,   16,         0,          1,      0.699
  17,  2048,   16,        23,          1,      1.167
  17,  2048,   16,         0,          1,      1.167
  17,  2064,   16,        23,          1,      1.167
  17,  2064,   16,         0,          1,      1.167
  15,  2048,   16,        23,          1,      0.668
  15,  2048,   16,         0,          1,      0.667
  15,  2064,   16,        23,          1,      0.667
  15,  2064,   16,         0,          1,      0.771
  15,  4081,   16,        23,          1,      0.933
  15,  4081,   16,         0,          1,      1.056
  17,  4081,   16,        23,          1,       1.78
  17,  4081,   16,         0,          1,      1.789
  17,     0,    1,        23,          1,       1.17
  17,     0,    2,         0,          1,      1.169
  18,     0,   17,        23,          1,      0.859
  18,     0,   17,         0,          1,      0.857
  18,    17,   17,        23,          1,      0.857
  18,    17,   17,         0,          1,      0.857
  16,     0,   17,        23,          1,      0.673
  16,     0,   17,         0,          1,      0.672
  16,    17,   17,        23,          1,      0.628
  16,    17,   17,         0,          1,      0.628
  18,  2048,   17,        23,          1,      0.861
  18,  2048,   17,         0,          1,      0.859
  18,  2065,   17,        23,          1,       0.86
  18,  2065,   17,         0,          1,      0.857
  16,  2048,   17,        23,          1,      0.668
  16,  2048,   17,         0,          1,      0.668
  16,  2065,   17,        23,          1,      0.627
  16,  2065,   17,         0,          1,      0.627
  16,  4081,   17,        23,          1,      1.049
  16,  4081,   17,         0,          1,      1.174
  18,  4081,   17,        23,          1,      1.068
  18,  4081,   17,         0,          1,      1.064
  18,     0,    1,        23,          1,      1.172
  18,     0,    2,         0,          1,      1.172
  19,     0,   18,        23,          1,      0.865
  19,     0,   18,         0,          1,      0.864
  19,    18,   18,        23,          1,       0.86
  19,    18,   18,         0,          1,      0.861
  17,     0,   18,        23,          1,      0.895
  17,     0,   18,         0,          1,      0.895
  17,    18,   18,        23,          1,      0.896
  17,    18,   18,         0,          1,      0.836
  19,  2048,   18,        23,          1,      0.866
  19,  2048,   18,         0,          1,      0.866
  19,  2066,   18,        23,          1,      0.866
  19,  2066,   18,         0,          1,      0.863
  17,  2048,   18,        23,          1,      0.896
  17,  2048,   18,         0,          1,      0.895
  17,  2066,   18,        23,          1,      0.895
  17,  2066,   18,         0,          1,      0.877
  17,  4081,   18,        23,          1,      1.115
  17,  4081,   18,         0,          1,       1.07
  19,  4081,   18,        23,          1,      1.061
  19,  4081,   18,         0,          1,       1.06
  19,     0,    1,        23,          1,      1.168
  19,     0,    2,         0,          1,      1.168
  20,     0,   19,        23,          1,      0.855
  20,     0,   19,         0,          1,      0.858
  20,    19,   19,        23,          1,      0.856
  20,    19,   19,         0,          1,      0.855
  18,     0,   19,        23,          1,       0.89
  18,     0,   19,         0,          1,       0.89
  18,    19,   19,        23,          1,       0.89
  18,    19,   19,         0,          1,      0.875
  20,  2048,   19,        23,          1,      0.859
  20,  2048,   19,         0,          1,      0.855
  20,  2067,   19,        23,          1,      0.854
  20,  2067,   19,         0,          1,      0.856
  18,  2048,   19,        23,          1,      0.889
  18,  2048,   19,         0,          1,      0.889
  18,  2067,   19,        23,          1,      0.889
  18,  2067,   19,         0,          1,      0.893
  18,  4081,   19,        23,          1,      1.109
  18,  4081,   19,         0,          1,      1.067
  20,  4081,   19,        23,          1,      1.053
  20,  4081,   19,         0,          1,      1.052
  20,     0,    1,        23,          1,      1.165
  20,     0,    2,         0,          1,      1.166
  21,     0,   20,        23,          1,      0.855
  21,     0,   20,         0,          1,      0.856
  21,    20,   20,        23,          1,      0.854
  21,    20,   20,         0,          1,      0.854
  19,     0,   20,        23,          1,      0.888
  19,     0,   20,         0,          1,      0.888
  19,    20,   20,        23,          1,      0.888
  19,    20,   20,         0,          1,      0.868
  21,  2048,   20,        23,          1,      0.853
  21,  2048,   20,         0,          1,      0.857
  21,  2068,   20,        23,          1,      0.855
  21,  2068,   20,         0,          1,      0.854
  19,  2048,   20,        23,          1,      0.889
  19,  2048,   20,         0,          1,      0.889
  19,  2068,   20,        23,          1,      0.889
  19,  2068,   20,         0,          1,      0.894
  19,  4081,   20,        23,          1,      1.112
  19,  4081,   20,         0,          1,      1.103
  21,  4081,   20,        23,          1,      1.054
  21,  4081,   20,         0,          1,      1.051
  21,     0,    1,        23,          1,      1.169
  21,     0,    2,         0,          1,      1.168
  22,     0,   21,        23,          1,      0.853
  22,     0,   21,         0,          1,      0.855
  22,    21,   21,        23,          1,      0.856
  22,    21,   21,         0,          1,      0.853
  20,     0,   21,        23,          1,      0.889
  20,     0,   21,         0,          1,      0.889
  20,    21,   21,        23,          1,      0.889
  20,    21,   21,         0,          1,       0.91
  22,  2048,   21,        23,          1,      0.852
  22,  2048,   21,         0,          1,      0.855
  22,  2069,   21,        23,          1,      0.853
  22,  2069,   21,         0,          1,      0.854
  20,  2048,   21,        23,          1,      0.889
  20,  2048,   21,         0,          1,      0.889
  20,  2069,   21,        23,          1,      0.889
  20,  2069,   21,         0,          1,      0.925
  20,  4081,   21,        23,          1,      1.111
