Results For: memcpy
length,align1,align2,dst > src, New Time / Old Time
1056,2048,0,0,1.168
1056,2048,0,1,1.168
1056,2081,0,0,1.067
1056,2081,0,1,1.067
1056,2048,33,0,0.977
1056,2048,33,1,0.977
1056,2081,33,0,1.0
1056,2081,33,1,1.0
1088,0,0,0,1.171
1088,0,0,1,1.171
1088,34,0,0,1.041
1088,34,0,1,1.041
1088,0,34,0,1.079
1088,0,34,1,1.079
1088,34,34,0,0.966
1088,34,34,1,0.966
1088,2048,0,0,1.171
1088,2048,0,1,1.171
1088,2082,0,0,1.041
1088,2082,0,1,1.041
1088,2048,34,0,0.994
1088,2048,34,1,0.994
1088,2082,34,0,0.966
1088,2082,34,1,0.966
1120,0,0,0,1.152
1120,0,0,1,1.153
1120,35,0,0,1.051
1120,35,0,1,1.051
1120,0,35,0,1.0
1120,0,35,1,1.0
1120,35,35,0,1.068
1120,35,35,1,1.068
1120,2048,0,0,1.151
1120,2048,0,1,1.151
1120,2083,0,0,1.051
1120,2083,0,1,1.051
1120,2048,35,0,1.0
1120,2048,35,1,1.0
1120,2083,35,0,1.027
1120,2083,35,1,1.027
1152,0,0,0,1.159
1152,0,0,1,1.159
1152,36,0,0,1.034
1152,36,0,1,1.034
1152,0,36,0,1.07
1152,0,36,1,1.07
1152,36,36,0,0.967
1152,36,36,1,0.967
1152,2048,0,0,1.159
1152,2048,0,1,1.159
1152,2084,0,0,1.034
1152,2084,0,1,1.034
1152,2048,36,0,0.984
1152,2048,36,1,0.984
1152,2084,36,0,0.967
1152,2084,36,1,0.967
1184,0,0,0,1.157
1184,0,0,1,1.157
1184,37,0,0,1.067
1184,37,0,1,1.066
1184,0,37,0,0.993
1184,0,37,1,0.993
1184,37,37,0,1.08
1184,37,37,1,1.081
1184,2048,0,0,1.157
1184,2048,0,1,1.157
1184,2085,0,0,1.066
1184,2085,0,1,1.066
1184,2048,37,0,0.993
1184,2048,37,1,0.993
1184,2085,37,0,1.04
1184,2085,37,1,1.04
1216,0,0,0,1.139
1216,0,0,1,1.139
1216,38,0,0,1.024
1216,38,0,1,1.024
1216,0,38,0,1.087
1216,0,38,1,1.087
1216,38,38,0,1.0
1216,38,38,1,1.0
1216,2048,0,0,1.138
1216,2048,0,1,1.138
1216,2086,0,0,1.024
1216,2086,0,1,1.024
1216,2048,38,0,1.01
1216,2048,38,1,1.01
1216,2086,38,0,1.0
1216,2086,38,1,1.0
1248,0,0,0,1.176
1248,0,0,1,1.174
1248,39,0,0,1.074
1248,39,0,1,1.074
1248,0,39,0,0.966
1248,0,39,1,0.985
1248,39,39,0,1.064
1248,39,39,1,1.064
1248,2048,0,0,1.179
1248,2048,0,1,1.179
1248,2087,0,0,1.074
1248,2087,0,1,1.074
1248,2048,39,0,0.985
1248,2048,39,1,0.985
1248,2087,39,0,1.026
1248,2087,39,1,1.026
1280,0,0,0,0.993
1280,0,0,1,0.993
1280,40,0,0,1.051
1280,40,0,1,1.051
1280,0,40,0,1.044
1280,0,40,1,1.045
1280,40,40,0,1.25
1280,40,40,1,1.25
1280,2048,0,0,0.992
1280,2048,0,1,0.992
1280,2088,0,0,1.051
1280,2088,0,1,1.051
1280,2048,40,0,0.946
1280,2048,40,1,0.946
1280,2088,40,0,1.252
1280,2088,40,1,1.252
1312,0,0,0,0.969
1312,0,0,1,0.969
1312,41,0,0,0.991
1312,41,0,1,0.991
1312,0,41,0,0.837
1312,0,41,1,0.837
1312,41,41,0,1.025
1312,41,41,1,1.025
1312,2048,0,0,0.969
1312,2048,0,1,0.969
1312,2089,0,0,0.991
1312,2089,0,1,0.99
1312,2048,41,0,0.837
1312,2048,41,1,0.837
1312,2089,41,0,0.975
1312,2089,41,1,0.975
1344,0,0,0,0.988
1344,0,0,1,0.988
1344,42,0,0,1.031
1344,42,0,1,1.031
1344,0,42,0,1.033
1344,0,42,1,1.033
1344,42,42,0,0.982
1344,42,42,1,0.982
1344,2048,0,0,0.992
1344,2048,0,1,0.992
1344,2090,0,0,1.031
1344,2090,0,1,1.031
1344,2048,42,0,0.943
1344,2048,42,1,0.942
1344,2090,42,0,0.982
1344,2090,42,1,0.982
1376,0,0,0,1.016
1376,0,0,1,1.016
1376,43,0,0,1.01
1376,43,0,1,1.01
1376,0,43,0,0.829
1376,0,43,1,0.829
1376,43,43,0,1.024
1376,43,43,1,1.024
1376,2048,0,0,1.006
1376,2048,0,1,1.015
1376,2091,0,0,1.01
1376,2091,0,1,1.01
1376,2048,43,0,0.829
1376,2048,43,1,0.829
1376,2091,43,0,0.98
1376,2091,43,1,0.98
1408,0,0,0,0.987
1408,0,0,1,0.987
1408,44,0,0,1.015
1408,44,0,1,1.015
1408,0,44,0,1.018
1408,0,44,1,1.014
1408,44,44,0,1.004
1408,44,44,1,0.994
1408,2048,0,0,0.988
1408,2048,0,1,0.988
1408,2092,0,0,1.015
1408,2092,0,1,1.015
1408,2048,44,0,0.955
1408,2048,44,1,0.955
1408,2092,44,0,1.0
1408,2092,44,1,0.994
1440,0,0,0,0.986
1440,0,0,1,0.986
1440,45,0,0,1.013
1440,45,0,1,1.013
1440,0,45,0,0.814
1440,0,45,1,0.814
1440,45,45,0,1.006
1440,45,45,1,1.006
1440,2048,0,0,0.986
1440,2048,0,1,0.986
1440,2093,0,0,1.013
1440,2093,0,1,1.013
1440,2048,45,0,0.814
1440,2048,45,1,0.814
1440,2093,45,0,0.966
1440,2093,45,1,0.966
1472,0,0,0,0.997
1472,0,0,1,0.994
1472,46,0,0,1.045
1472,46,0,1,1.045
1472,0,46,0,1.026
1472,0,46,1,1.026
1472,46,46,0,0.966
1472,46,46,1,0.966
1472,2048,0,0,1.0
1472,2048,0,1,0.996
1472,2094,0,0,1.045
1472,2094,0,1,1.045
1472,2048,46,0,0.939
1472,2048,46,1,0.939
1472,2094,46,0,0.966
1472,2094,46,1,0.966
1504,0,0,0,0.993
1504,0,0,1,0.993
1504,47,0,0,0.999
1504,47,0,1,0.999
1504,0,47,0,0.826
1504,0,47,1,0.826
1504,47,47,0,1.023
1504,47,47,1,1.023
1504,2048,0,0,0.993
1504,2048,0,1,0.993
1504,2095,0,0,0.999
1504,2095,0,1,0.999
1504,2048,47,0,0.826
1504,2048,47,1,0.826
1504,2095,47,0,0.993
1504,2095,47,1,0.993
1536,0,0,0,0.992
1536,0,0,1,0.991
1536,48,0,0,1.019
1536,48,0,1,1.019
1536,0,48,0,1.025
1536,0,48,1,1.024
1536,48,48,0,0.994
1536,48,48,1,0.994
1536,2048,0,0,0.994
1536,2048,0,1,0.994
1536,2096,0,0,1.019
1536,2096,0,1,1.019
1536,2048,48,0,1.025
1536,2048,48,1,1.025
1536,2096,48,0,0.994
1536,2096,48,1,0.994
1568,0,0,0,0.994
1568,0,0,1,0.994
1568,49,0,0,0.903
1568,49,0,1,0.903
1568,0,49,0,1.144
1568,0,49,1,1.144
1568,49,49,0,1.461
1568,49,49,1,1.461
1568,2048,0,0,0.993
1568,2048,0,1,0.993
1568,2097,0,0,0.903
1568,2097,0,1,0.903
1568,2048,49,0,1.09
1568,2048,49,1,1.09
1568,2097,49,0,1.46
1568,2097,49,1,1.46
1600,0,0,0,0.981
1600,0,0,1,0.981
1600,50,0,0,1.022
1600,50,0,1,1.022
1600,0,50,0,1.017
1600,0,50,1,1.017
1600,50,50,0,0.973
1600,50,50,1,0.973
1600,2048,0,0,0.981
1600,2048,0,1,0.981
1600,2098,0,0,1.022
1600,2098,0,1,1.022
1600,2048,50,0,0.961
1600,2048,50,1,0.961
1600,2098,50,0,0.973
1600,2098,50,1,0.973
1632,0,0,0,1.019
1632,0,0,1,1.019
1632,51,0,0,0.893
1632,51,0,1,0.893
1632,0,51,0,1.131
1632,0,51,1,1.131
1632,51,51,0,1.444
1632,51,51,1,1.444
1632,2048,0,0,1.019
1632,2048,0,1,1.019
1632,2099,0,0,0.893
1632,2099,0,1,0.893
1632,2048,51,0,1.079
1632,2048,51,1,1.079
1632,2099,51,0,1.449
1632,2099,51,1,1.449
1664,0,0,0,1.005
1664,0,0,1,1.004
1664,52,0,0,0.986
1664,52,0,1,0.986
1664,0,52,0,1.004
1664,0,52,1,1.004
1664,52,52,0,0.976
1664,52,52,1,0.976
1664,2048,0,0,1.006
1664,2048,0,1,1.006
1664,2100,0,0,0.993
1664,2100,0,1,0.993
1664,2048,52,0,0.946
1664,2048,52,1,0.946
1664,2100,52,0,0.976
1664,2100,52,1,0.976
1696,0,0,0,0.994
1696,0,0,1,0.992
1696,53,0,0,0.884
1696,53,0,1,0.884
1696,0,53,0,1.141
1696,0,53,1,1.141
1696,53,53,0,1.43
1696,53,53,1,1.43
1696,2048,0,0,0.994
1696,2048,0,1,0.994
1696,2101,0,0,0.884
1696,2101,0,1,0.884
1696,2048,53,0,1.088
1696,2048,53,1,1.088
1696,2101,53,0,1.429
1696,2101,53,1,1.429
1728,0,0,0,0.978
1728,0,0,1,0.978
1728,54,0,0,1.031
1728,54,0,1,1.033
1728,0,54,0,1.0
1728,0,54,1,1.0
1728,54,54,0,0.96
1728,54,54,1,0.96
1728,2048,0,0,0.976
1728,2048,0,1,0.976
1728,2102,0,0,1.033
1728,2102,0,1,1.033
1728,2048,54,0,0.947
1728,2048,54,1,0.947
1728,2102,54,0,0.96
1728,2102,54,1,0.96
1760,0,0,0,1.019
1760,0,0,1,1.021
1760,55,0,0,0.9
1760,55,0,1,0.9
1760,0,55,0,1.125
1760,0,55,1,1.125
1760,55,55,0,1.437
1760,55,55,1,1.436
1760,2048,0,0,1.016
1760,2048,0,1,1.015
1760,2103,0,0,0.9
1760,2103,0,1,0.9
1760,2048,55,0,1.073
1760,2048,55,1,1.074
1760,2103,55,0,1.44
1760,2103,55,1,1.44
1792,0,0,0,1.002
1792,0,0,1,1.002
1792,56,0,0,1.028
1792,56,0,1,1.028
1792,0,56,0,1.014
1792,0,56,1,1.015
1792,56,56,0,1.191
1792,56,56,1,1.191
1792,2048,0,0,1.003
1792,2048,0,1,1.003
1792,2104,0,0,1.028
1792,2104,0,1,1.028
1792,2048,56,0,0.963
1792,2048,56,1,0.963
1792,2104,56,0,1.191
1792,2104,56,1,1.191
1824,0,0,0,0.999
1824,0,0,1,1.0
1824,57,0,0,0.891
1824,57,0,1,0.891
1824,0,57,0,1.114
1824,0,57,1,1.114
1824,57,57,0,1.407
1824,57,57,1,1.407
1824,2048,0,0,1.001
1824,2048,0,1,1.001
1824,2105,0,0,0.891
1824,2105,0,1,0.891
1824,2048,57,0,1.064
1824,2048,57,1,1.064
1824,2105,57,0,1.407
1824,2105,57,1,1.407
1856,0,0,0,0.989
1856,0,0,1,0.987
1856,58,0,0,1.042
1856,58,0,1,1.042
1856,0,58,0,1.007
1856,0,58,1,1.007
1856,58,58,0,0.978
1856,58,58,1,0.972
1856,2048,0,0,0.992
1856,2048,0,1,0.992
1856,2106,0,0,1.042
1856,2106,0,1,1.042
1856,2048,58,0,0.954
1856,2048,58,1,0.954
1856,2106,58,0,0.979
1856,2106,58,1,0.972
1888,0,0,0,0.994
1888,0,0,1,0.994
1888,59,0,0,0.883
1888,59,0,1,0.883
1888,0,59,0,1.121
1888,0,59,1,1.123
1888,59,59,0,1.413
1888,59,59,1,1.413
1888,2048,0,0,0.985
1888,2048,0,1,0.994
1888,2107,0,0,0.883
1888,2107,0,1,0.883
1888,2048,59,0,1.076
1888,2048,59,1,1.076
1888,2107,59,0,1.413
1888,2107,59,1,1.413
1920,0,0,0,1.0
1920,0,0,1,0.999
1920,60,0,0,1.033
1920,60,0,1,1.033
1920,0,60,0,0.996
1920,0,60,1,0.997
1920,60,60,0,0.968
1920,60,60,1,0.968
1920,2048,0,0,1.0
1920,2048,0,1,1.0
1920,2108,0,0,1.034
1920,2108,0,1,1.034
1920,2048,60,0,0.949
1920,2048,60,1,0.949
1920,2108,60,0,0.968
1920,2108,60,1,0.968
1952,0,0,0,1.004
1952,0,0,1,1.004
1952,61,0,0,0.898
1952,61,0,1,0.898
1952,0,61,0,1.118
1952,0,61,1,1.118
1952,61,61,0,1.387
1952,61,61,1,1.387
1952,2048,0,0,1.004
1952,2048,0,1,1.004
1952,2109,0,0,0.898
1952,2109,0,1,0.898
1952,2048,61,0,1.071
1952,2048,61,1,1.071
1952,2109,61,0,1.387
1952,2109,61,1,1.387
1984,0,0,0,0.993
1984,0,0,1,0.993
1984,62,0,0,1.025
1984,62,0,1,1.025
1984,0,62,0,1.005
1984,0,62,1,1.007
1984,62,62,0,0.982
1984,62,62,1,0.982
1984,2048,0,0,0.993
1984,2048,0,1,0.993
1984,2110,0,0,1.025
1984,2110,0,1,1.025
1984,2048,62,0,0.96
1984,2048,62,1,0.96
1984,2110,62,0,0.982
1984,2110,62,1,0.982
2016,0,0,0,1.0
2016,0,0,1,0.999
2016,63,0,0,0.889
2016,63,0,1,0.89
2016,0,63,0,1.091
2016,0,63,1,1.092
2016,63,63,0,1.362
2016,63,63,1,1.363
2016,2048,0,0,1.0
2016,2048,0,1,1.0
2016,2111,0,0,0.965
2016,2111,0,1,0.965
2016,2048,63,0,1.049
2016,2048,63,1,1.049
2016,2111,63,0,1.405
2016,2111,63,1,1.405
2048,32,0,0,1.01
2048,32,0,1,1.01
2048,0,32,0,1.005
2048,0,32,1,1.005
2048,32,32,0,1.005
2048,32,32,1,1.005
2048,0,1,0,0.983
2048,0,1,1,0.984
2048,1,0,0,1.039
2048,1,0,1,1.039
2048,32,1,0,1.063
2048,32,1,1,1.063
2048,1,32,0,0.94
2048,1,32,1,0.94
2048,2048,1,0,0.981
2048,2048,1,1,0.981
2048,2049,0,0,0.904
2048,2049,0,1,0.904
2112,0,0,0,0.996
2112,0,0,1,0.995
2112,1,0,0,1.031
2112,1,0,1,1.031
2112,33,0,0,1.01
2112,33,0,1,1.01
2112,0,1,0,0.972
2112,0,1,1,0.972
2112,0,33,0,0.987
2112,0,33,1,0.987
2112,1,1,0,0.914
2112,1,1,1,0.914
2112,33,33,0,0.983
2112,33,33,1,0.983
2112,2048,0,0,0.994
2112,2048,0,1,0.99
2112,2049,0,0,1.031
2112,2049,0,1,1.031
2112,2048,1,0,0.955
2112,2048,1,1,0.955
2112,2049,1,0,0.906
2112,2049,1,1,0.906
2112,33,1,0,1.163
2112,33,1,1,1.164
2112,1,33,0,1.046
2112,1,33,1,1.046
2176,0,0,0,0.984
2176,0,0,1,0.985
2176,2,0,0,1.023
2176,2,0,1,1.023
2176,34,0,0,1.0
2176,34,0,1,1.0
2176,0,2,0,0.985
2176,0,2,1,0.985
2176,0,34,0,0.995
2176,0,34,1,0.982
2176,2,2,0,0.928
2176,2,2,1,0.928
2176,34,34,0,1.004
2176,34,34,1,1.004
2176,2048,0,0,0.985
2176,2048,0,1,0.986
2176,2050,0,0,1.023
2176,2050,0,1,1.023
2176,2048,2,0,0.802
2176,2048,2,1,0.802
2176,2050,2,0,0.894
2176,2050,2,1,0.894
2176,2,1,0,1.068
2176,2,1,1,1.068
2176,1,2,0,0.976
2176,1,2,1,0.976
2176,34,1,0,1.077
2176,34,1,1,1.077
2176,1,34,0,0.978
2176,1,34,1,0.978
2176,2050,1,0,1.061
2176,2050,1,1,1.061
2176,2049,2,0,0.971
2176,2049,2,1,0.971
2240,0,0,0,0.994
2240,0,0,1,0.994
2240,3,0,0,1.038
2240,3,0,1,1.039
2240,35,0,0,1.019
2240,35,0,1,1.019
2240,0,3,0,0.979
2240,0,3,1,0.98
2240,0,35,0,0.991
2240,0,35,1,0.991
2240,3,3,0,0.931
2240,3,3,1,0.931
2240,35,35,0,0.999
2240,35,35,1,0.999
2240,2048,0,0,0.995
2240,2048,0,1,0.995
2240,2051,0,0,1.039
2240,2051,0,1,1.039
2240,2048,3,0,0.799
2240,2048,3,1,0.799
2240,2051,3,0,0.889
2240,2051,3,1,0.889
2240,3,1,0,1.06
2240,3,1,1,1.06
2240,1,3,0,0.968
2240,1,3,1,0.968
2240,35,1,0,1.071
2240,35,1,1,1.071
2240,1,35,0,0.971
2240,1,35,1,0.971
2240,2051,1,0,1.057
2240,2051,1,1,1.057
2240,2049,3,0,0.966
2240,2049,3,1,0.966
2304,0,0,0,0.986
2304,0,0,1,0.986
2304,4,0,0,1.031
2304,4,0,1,1.032
2304,36,0,0,1.011
2304,36,0,1,1.011
2304,0,4,0,0.968
2304,0,4,1,0.969
2304,0,36,0,0.988
2304,0,36,1,0.988
2304,4,4,0,0.93
2304,4,4,1,0.931
2304,36,36,0,0.992
2304,36,36,1,0.992
2304,2048,0,0,0.988
2304,2048,0,1,0.988
2304,2052,0,0,1.032
2304,2052,0,1,1.032
2304,2048,4,0,0.793
2304,2048,4,1,0.793
2304,2052,4,0,0.884
2304,2052,4,1,0.884
2304,4,1,0,0.989
2304,4,1,1,0.989
2304,1,4,0,0.897
2304,1,4,1,0.898
2304,36,1,0,1.057
2304,36,1,1,1.057
2304,1,36,0,0.966
2304,1,36,1,0.966
2304,2052,1,0,1.052
2304,2052,1,1,1.052
2304,2049,4,0,0.955
2304,2049,4,1,0.955
2368,0,0,0,1.0
2368,0,0,1,1.001
2368,5,0,0,1.024
2368,5,0,1,1.025
2368,37,0,0,1.0
2368,37,0,1,1.0
2368,0,5,0,0.98
2368,0,5,1,0.981
2368,0,37,0,0.983
2368,0,37,1,0.98
2368,5,5,0,0.944
2368,5,5,1,0.944
2368,37,37,0,1.003
2368,37,37,1,1.003
2368,2048,0,0,1.002
2368,2048,0,1,1.002
2368,2053,0,0,1.025
2368,2053,0,1,1.025
2368,2048,5,0,0.801
2368,2048,5,1,0.801
2368,2053,5,0,0.907
2368,2053,5,1,0.907
2368,5,1,0,1.071
2368,5,1,1,1.071
2368,1,5,0,0.973
2368,1,5,1,0.973
2368,37,1,0,1.07
2368,37,1,1,1.07
2368,1,37,0,0.974
2368,1,37,1,0.974
2368,2053,1,0,1.065
2368,2053,1,1,1.065
2368,2049,5,0,0.967
2368,2049,5,1,0.967
2432,0,0,0,0.965
2432,0,0,1,1.0
2432,6,0,0,1.038
2432,6,0,1,1.039
2432,38,0,0,1.021
2432,38,0,1,1.021
2432,0,6,0,0.974
2432,0,6,1,0.976
2432,0,38,0,0.986
2432,0,38,1,0.986
2432,6,6,0,0.926
2432,6,6,1,0.926
2432,38,38,0,1.0
2432,38,38,1,1.0
2432,2048,0,0,1.004
2432,2048,0,1,1.004
2432,2054,0,0,1.039
2432,2054,0,1,1.039
2432,2048,6,0,0.797
2432,2048,6,1,0.797
2432,2054,6,0,0.898
2432,2054,6,1,0.898
2432,6,1,0,1.063
2432,6,1,1,1.063
2432,1,6,0,0.965
2432,1,6,1,0.965
2432,38,1,0,1.068
2432,38,1,1,1.068
2432,1,38,0,0.968
2432,1,38,1,0.968
2432,2054,1,0,1.06
2432,2054,1,1,1.06
2432,2049,6,0,0.963
2432,2049,6,1,0.963
2496,0,0,0,1.013
2496,0,0,1,1.013
2496,7,0,0,1.032
2496,7,0,1,1.032
2496,39,0,0,1.013
2496,39,0,1,1.013
2496,0,7,0,0.965
2496,0,7,1,0.965
2496,0,39,0,0.979
2496,0,39,1,0.979
2496,7,7,0,0.925
2496,7,7,1,0.925
2496,39,39,0,0.989
2496,39,39,1,0.989
2496,2048,0,0,1.013
2496,2048,0,1,1.013
2496,2055,0,0,1.032
2496,2055,0,1,1.032
2496,2048,7,0,0.792
2496,2048,7,1,0.792
2496,2055,7,0,0.93
2496,2055,7,1,0.93
2496,7,1,0,0.984
2496,7,1,1,0.984
2496,1,7,0,0.894
2496,1,7,1,0.895
2496,39,1,0,1.054
2496,39,1,1,1.054
2496,1,39,0,0.963
2496,1,39,1,0.963
2496,2055,1,0,1.049
2496,2055,1,1,1.049
2496,2049,7,0,0.953
2496,2049,7,1,0.953
2560,0,0,0,0.991
2560,0,0,1,0.991
2560,8,0,0,1.031
2560,8,0,1,1.032
2560,40,0,0,1.029
2560,40,0,1,1.029
2560,0,8,0,0.992
2560,0,8,1,0.992
2560,0,40,0,0.975
2560,0,40,1,0.984
2560,8,8,0,0.942
2560,8,8,1,0.943
2560,40,40,0,1.139
2560,40,40,1,1.139
2560,2048,0,0,0.993
2560,2048,0,1,0.993
2560,2056,0,0,1.032
2560,2056,0,1,1.032
2560,2048,8,0,0.812
2560,2048,8,1,0.812
2560,2056,8,0,0.912
2560,2056,8,1,0.912
2560,8,1,0,1.068
2560,8,1,1,1.069
2560,1,8,0,0.974
2560,1,8,1,0.974
2560,40,1,0,1.068
2560,40,1,1,1.068
2560,1,40,0,0.996
2560,1,40,1,0.996
2560,2056,1,0,1.063
2560,2056,1,1,1.063
2560,2049,8,0,0.969
2560,2049,8,1,0.969
2624,0,0,0,0.995
2624,0,0,1,0.994
2624,9,0,0,1.015
2624,9,0,1,1.018
2624,41,0,0,1.044
2624,41,0,1,1.044
2624,0,9,0,0.988
2624,0,9,1,0.99
2624,0,41,0,0.989
2624,0,41,1,0.99
2624,9,9,0,0.943
2624,9,9,1,0.943
2624,41,41,0,0.993
2624,41,41,1,0.993
2624,2048,0,0,0.998
2624,2048,0,1,0.998
2624,2057,0,0,1.018
2624,2057,0,1,1.018
2624,2048,9,0,0.81
2624,2048,9,1,0.81
2624,2057,9,0,0.907
2624,2057,9,1,0.907
2624,9,1,0,1.09
2624,9,1,1,1.09
2624,1,9,0,0.967
2624,1,9,1,0.967
2624,41,1,0,1.084
2624,41,1,1,1.085
2624,1,41,0,0.958
2624,1,41,1,0.957
2624,2057,1,0,1.087
2624,2057,1,1,1.087
2624,2049,9,0,0.965
2624,2049,9,1,0.965
2688,0,0,0,0.995
2688,0,0,1,0.995
2688,10,0,0,1.01
2688,10,0,1,1.012
2688,42,0,0,1.036
2688,42,0,1,1.036
2688,0,10,0,0.978
2688,0,10,1,0.979
2688,0,42,0,0.977
2688,0,42,1,0.978
2688,10,10,0,0.942
2688,10,10,1,0.942
2688,42,42,0,0.989
2688,42,42,1,0.989
2688,2048,0,0,0.995
2688,2048,0,1,0.995
2688,2058,0,0,1.012
2688,2058,0,1,1.012
2688,2048,10,0,0.804
2688,2048,10,1,0.804
2688,2058,10,0,0.905
2688,2058,10,1,0.905
2688,10,1,0,0.986
2688,10,1,1,0.987
2688,1,10,0,0.893
2688,1,10,1,0.894
2688,42,1,0,1.054
2688,42,1,1,1.054
2688,1,42,0,0.958
2688,1,42,1,0.958
2688,2058,1,0,1.052
2688,2058,1,1,1.052
2688,2049,10,0,0.954
2688,2049,10,1,0.954
2752,0,0,0,1.0
2752,0,0,1,0.992
2752,11,0,0,0.954
2752,11,0,1,0.954
2752,43,0,0,0.979
2752,43,0,1,0.979
2752,0,11,0,0.939
2752,0,11,1,0.939
2752,0,43,0,0.931
2752,0,43,1,0.932
2752,11,11,0,0.949
2752,11,11,1,0.949
2752,43,43,0,1.007
2752,43,43,1,1.007
2752,2048,0,0,0.993
2752,2048,0,1,0.993
2752,2059,0,0,0.954
2752,2059,0,1,0.954
2752,2048,11,0,0.77
2752,2048,11,1,0.77
2752,2059,11,0,0.916
2752,2059,11,1,0.916
2752,11,1,0,0.994
2752,11,1,1,0.994
2752,1,11,0,0.928
2752,1,11,1,0.928
2752,43,1,0,1.022
2752,43,1,1,1.022
2752,1,43,0,0.92
2752,1,43,1,0.92
2752,2059,1,0,0.989
2752,2059,1,1,0.989
2752,2049,11,0,0.923
2752,2049,11,1,0.923
2816,0,0,0,1.003
2816,0,0,1,1.003
2816,12,0,0,0.897
2816,12,0,1,0.894
2816,44,0,0,0.914
2816,44,0,1,0.914
2816,0,12,0,0.876
2816,0,12,1,0.874
2816,0,44,0,0.871
2816,0,44,1,0.87
2816,12,12,0,0.948
2816,12,12,1,0.948
2816,44,44,0,1.009
2816,44,44,1,1.009
2816,2048,0,0,1.005
2816,2048,0,1,1.005
2816,2060,0,0,0.894
2816,2060,0,1,0.894
2816,2048,12,0,0.714
2816,2048,12,1,0.713
2816,2060,12,0,0.915
2816,2060,12,1,0.915
2816,12,1,0,0.917
2816,12,1,1,0.917
2816,1,12,0,0.858
2816,1,12,1,0.857
2816,44,1,0,0.944
2816,44,1,1,0.943
2816,1,44,0,0.856
2816,1,44,1,0.856
2816,2060,1,0,0.914
2816,2060,1,1,0.914
2816,2049,12,0,0.855
2816,2049,12,1,0.855
2880,0,0,0,0.989
2880,0,0,1,0.989
2880,13,0,0,0.967
2880,13,0,1,0.967
2880,45,0,0,0.987
2880,45,0,1,0.987
2880,0,13,0,0.925
2880,0,13,1,0.925
2880,0,45,0,0.927
2880,0,45,1,0.927
2880,13,13,0,0.944
2880,13,13,1,0.944
2880,45,45,0,1.003
2880,45,45,1,1.003
2880,2048,0,0,0.989
2880,2048,0,1,0.989
2880,2061,0,0,0.967
2880,2061,0,1,0.967
2880,2048,13,0,0.76
2880,2048,13,1,0.76
2880,2061,13,0,0.91
2880,2061,13,1,0.91
2880,13,1,0,0.922
2880,13,1,1,0.922
2880,1,13,0,0.859
2880,1,13,1,0.859
2880,45,1,0,1.013
2880,45,1,1,1.013
2880,1,45,0,0.92
2880,1,45,1,0.92
2880,2061,1,0,0.984
2880,2061,1,1,0.984
2880,2049,13,0,0.918
2880,2049,13,1,0.918
2944,0,0,0,1.014
2944,0,0,1,1.014
2944,14,0,0,0.956
2944,14,0,1,0.955
2944,46,0,0,0.979
2944,46,0,1,0.979
2944,0,14,0,0.937
2944,0,14,1,0.937
2944,0,46,0,0.93
2944,0,46,1,0.93
2944,14,14,0,0.953
2944,14,14,1,0.953
2944,46,46,0,1.009
2944,46,46,1,1.009
2944,2048,0,0,1.015
2944,2048,0,1,1.015
2944,2062,0,0,0.955
2944,2062,0,1,0.955
2944,2048,14,0,0.769
2944,2048,14,1,0.769
2944,2062,14,0,0.923
2944,2062,14,1,0.923
2944,14,1,0,0.994
2944,14,1,1,0.994
2944,1,14,0,0.927
2944,1,14,1,0.927
2944,46,1,0,1.021
2944,46,1,1,1.021
2944,1,46,0,0.923
2944,1,46,1,0.923
2944,2062,1,0,0.988
2944,2062,1,1,0.988
2944,2049,14,0,0.922
2944,2049,14,1,0.922
3008,0,0,0,0.994
3008,0,0,1,0.994
3008,15,0,0,0.941
3008,15,0,1,0.941
3008,47,0,0,0.996
3008,47,0,1,0.996
3008,0,15,0,0.929
3008,0,15,1,0.933
3008,0,47,0,0.933
3008,0,47,1,0.933
3008,15,15,0,0.952
3008,15,15,1,0.949
3008,47,47,0,1.003
3008,47,47,1,1.003
3008,2048,0,0,0.998
3008,2048,0,1,0.998
3008,2063,0,0,0.941
3008,2063,0,1,0.941
3008,2048,15,0,0.766
3008,2048,15,1,0.766
3008,2063,15,0,0.916
3008,2063,15,1,0.916
3008,15,1,0,0.985
3008,15,1,1,0.985
3008,1,15,0,0.916
3008,1,15,1,0.916
3008,47,1,0,1.014
3008,47,1,1,1.014
3008,1,47,0,0.902
3008,1,47,1,0.902
3008,2063,1,0,0.981
3008,2063,1,1,0.981
3008,2049,15,0,0.912
3008,2049,15,1,0.913
3072,0,0,0,1.016
3072,0,0,1,1.015
3072,16,0,0,1.045
3072,16,0,1,1.045
3072,48,0,0,1.045
3072,48,0,1,1.045
3072,0,16,0,1.049
3072,0,16,1,1.049
3072,0,48,0,1.049
3072,0,48,1,1.049
3072,16,16,0,1.016
3072,16,16,1,1.016
3072,48,48,0,1.016
3072,48,48,1,1.016
3072,2048,0,0,1.016
3072,2048,0,1,1.016
3072,2064,0,0,1.045
3072,2064,0,1,1.045
3072,2048,16,0,1.049
3072,2048,16,1,1.049
3072,2064,16,0,1.016
3072,2064,16,1,1.016
3072,16,1,0,0.815
3072,16,1,1,0.815
3072,1,16,0,0.872
3072,1,16,1,0.872
3072,48,1,0,1.017
3072,48,1,1,1.017
3072,1,48,0,0.872
3072,1,48,1,0.872
3072,2064,1,0,0.815
3072,2064,1,1,0.815
